game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,top,0,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,1,1,1,0,single,1,0,0,0,0,0,Moran singled to second base.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,top,0,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,1,0,single,1,0,0,0,0,0,Mestas singled through the left side3a Moran advanced to third.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,top,1,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,1,0,Gauna struck out swinging.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,top,3,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,GonzalezD fouled into double play 3b to ss3a Moran out on the play.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,1,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,0,other,0,0,0,0,0,0,"NITOWITZ, C grounded out to 2b.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,0,other,0,0,0,0,0,0,"MILLER, N grounded out to 1b unassisted.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,0,other,0,0,0,0,0,0,"SWYGART, T walked.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,0,0,0,other,0,1,0,0,0,0,"SWYGART, T advanced to second on a wild pitch.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,0,other,0,0,0,0,0,0,"KATAYAMA, C walked.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,1,bot,3,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,0,other,0,0,0,0,0,0,"BEAN, B reached on a fielder's choice3a KATAYAMA, C advanced to second3a SWYGART, T out on the play, out at third 3b unassisted.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,2,top,1,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Lobliner flied out to lf.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,2,top,2,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Brant grounded out to 2b.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,2,top,3,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Martinez grounded out to 2b.,https://stats.ncaa.org/contests/6535295/play_by_play,6535295
04/30/2026,"Joe Etzel Field (Portland, OR)",419,2,bot,0,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,1,1,1,6,hit_by_pitch,0,0,0,1,0,0,"SALK, J hit by pitch.",https://stats.ncaa.org/contests/6535295/play_by_play,6535295
